,0,name
1620,nm3999347,Dan St. Germain
1621,nm0219971,Sunny Deol
1622,nm0625858,André Nemec
1623,nm0676032,Pekko Pesonen
1624,nm1729303,Marcus Dunstan
1625,nm0689187,Michael Polish
1626,nm0346841,Martin Guigui
1627,nm0551376,William Moulton Marston
1628,nm1090998,Cristi Puiu
1629,nm2735137,Paul Negoescu
1630,nm1065547,Witi Ihimaera
1631,nm0383688,Shinji Higuchi
1632,nm0463359,Abby Kohn
1633,nm2165066,Carles Torrens
1634,nm1358020,Joshua Krause
1635,nm2288528,Laurence Rosenthal
1636,nm1164552,Florian David Fitz
1637,nm1761722,Enrique Begné
1638,nm3286079,Clint Bentley
1639,nm0339030,Paul Greengrass
1640,nm0218621,James DeMonaco
1641,nm0714114,Jim Reardon
1642,nm2453858,Shayne Armstrong
1643,nm0443505,Clay Kaytis
1644,nm0734841,Adam Rodin
1645,nm1634601,Grant Morrison
1646,nm4120929,Sharon McGehee
1647,nm4183613,Lai-Yin Leung
1648,nm0862911,Greg Tiernan
1649,nm2098346,Adam Rockoff
1650,nm0842339,Doug Sweetland
1651,nm7814595,Ning Wen
1652,nm0936537,William Wisher
1653,nm5152314,Sam Dickson
1654,nm0240196,Michael Dudok de Wit
1655,nm2943514,Will Allen
1656,nm1490835,Joe Randazzo
1657,nm0139743,Jimmy Carr
1658,nm0945026,Boaz Yakin
1659,nm0011240,Neal Adams
1660,nm0466614,Yuriy Korotkov
1661,nm4048580,Tuomas Niskanen
1662,nm0357453,John Hamburg
1663,nm0963359,Jane Goldman
1664,nm0237236,Danny Draven
1665,nm4824763,Thea Sharrock
1666,nm0455481,Karen Kingsbury
1667,nm7827190,Bharat Manjule
1668,nm2186362,Jim Hecht
1669,nm3965483,Pete Schultz
1670,nm0143558,Warren Casey
1671,nm0001774,Ben Stiller
1672,nm0721817,Kevin Reynolds
1673,nm0994499,Greg Barker
1674,nm5028357,Emir Baigazin
1675,nm3741595,Sean Ryan
1676,nm8229080,Denise Hunter
1677,nm2865415,Shea Fontana
1678,nm4238622,Fatsah Bouyahmed
1679,nm2450848,Glenn Miller
1680,nm3277900,Ian Wittenber
1681,nm7216022,Austin Wright
1682,nm0857621,Louis Theroux
1683,nm1139297,Greg Stuhr
1684,nm3219172,Evgeny Kolyadintsev
1685,nm4951717,Katrin Benedikt
1686,nm1847867,Bijesh Jayarajan
1687,nm0247653,Kevin Eastman
1688,nm1184829,Ric Estrada
1689,nm0662505,Monica Parker
1690,nm2366522,Wen-Chia Chang
1691,nm0110778,Kevin Brodbin
1692,nm1062463,Vincent Kesteloot
1693,nm2741208,Jonathan Willis
1694,nm5730852,Tim Rutherford
1695,nm7955713,Jung-a Jo
1696,nm1039374,Nina G. Bargiel
1697,nm1130275,Nicholas McCarthy
1698,nm1868917,Alessandro Carloni
1699,nm0162013,Jerry Ciccoritti
1700,nm0130714,Daniel Calparsoro
1701,nm3083423,Rory Rooney
1702,nm0744032,Gregg Rossen
1703,nm2002824,Tracy Oliver
1704,nm2434433,Jana Savage
1705,nm0771054,Lone Scherfig
1706,nm2038422,Michael J. Gallagher
1707,nm1182611,Pearry Reginald Teo
1708,nm0334824,Rodrigo Grande
1709,nm0558953,Melissa Mathison
